notes: n=200, m=13468, elb=1, eub=20, conf_density=0.0003, clb=25, cub= 200, seed= 5361
p spec 200 13468 27206
s 186
t 124
a 0 1 2
a 6 7 18
a 6 8 19
a 6 9 12
a 6 10 11
a 6 11 8
a 6 12 13
a 6 13 5
a 6 14 8
a 6 15 17
a 6 16 5
a 6 17 16
a 6 18 14
a 6 19 19
a 6 20 17
a 6 21 12
a 6 22 19
a 6 23 5
a 6 24 7
a 6 25 5
a 6 26 17
a 6 27 19
a 6 28 3
a 6 29 2
a 6 30 12
a 6 31 10
a 6 32 9
a 6 33 5
a 6 34 13
a 6 35 8
a 6 36 13
a 6 37 4
a 6 38 11
a 6 39 11
a 6 40 17
a 6 41 15
a 6 42 16
a 6 43 12
a 6 44 18
a 6 45 12
a 6 46 17
a 6 47 6
a 6 48 16
a 6 49 5
a 6 50 11
a 6 51 16
a 6 70 1
a 6 61 9
a 6 94 9
a 6 163 13
a 6 178 2
a 6 83 6
a 6 160 1
a 6 60 11
a 6 195 10
a 6 194 15
a 6 159 13
a 6 187 12
a 6 88 10
a 6 132 12
a 6 136 18
a 6 126 1
a 6 105 1
a 6 188 14
a 6 161 13
a 6 95 5
a 6 79 4
a 6 107 16
a 6 129 8
a 6 141 1
a 6 124 14
a 6 179 3
a 7 8 6
a 7 9 12
a 7 10 8
a 7 11 6
a 7 12 16
a 7 13 1
a 7 14 6
a 7 15 13
a 7 16 7
a 7 17 2
a 7 18 17
a 7 19 18
a 7 20 8
a 7 21 5
a 7 22 4
a 7 23 13
a 7 24 14
a 7 25 14
a 7 26 10
a 7 27 3
a 7 28 15
a 7 29 10
a 7 30 9
a 7 31 4
a 7 32 19
a 7 33 5
a 7 34 16
a 7 35 4
a 7 36 15
a 7 37 11
a 7 38 16
a 7 39 9
a 7 40 17
a 7 41 8
a 7 42 6
a 7 43 5
a 7 44 7
a 7 45 14
a 7 46 12
a 7 47 3
a 7 48 6
a 7 49 10
a 7 50 2
a 7 51 19
a 7 52 11
a 7 78 15
a 7 146 19
a 7 151 17
a 7 137 1
a 7 96 12
a 7 67 18
a 7 93 6
a 7 1 5
a 7 104 19
a 7 54 3
a 7 56 7
a 7 113 17
a 7 95 17
a 7 180 16
a 7 112 4
a 7 172 15
a 7 66 16
a 7 64 3
a 7 92 18
a 7 94 16
a 7 63 16
a 7 85 19
a 7 169 15
a 7 192 10
a 8 9 15
a 8 10 4
a 8 11 8
a 8 12 11
a 8 13 8
a 8 14 13
a 8 15 5
a 8 16 6
a 8 17 10
a 8 18 6
a 8 19 10
a 8 20 16
a 8 21 4
a 8 22 10
a 8 23 18
a 8 24 6
a 8 25 15
a 8 26 9
a 8 27 1
a 8 28 18
a 8 29 16
a 8 30 6
a 8 31 3
a 8 32 15
a 8 33 6
a 8 34 10
a 8 35 16
a 8 36 14
a 8 37 14
a 8 38 2
a 8 39 16
a 8 40 8
a 8 41 10
a 8 42 10
a 8 43 14
a 8 44 11
a 8 45 12
a 8 46 1
a 8 47 2
a 8 48 2
a 8 49 17
a 8 50 15
a 8 51 4
a 8 52 15
a 8 53 12
a 8 84 4
a 8 86 13
a 8 65 12
a 8 176 15
a 8 158 7
a 8 141 17
a 8 161 7
a 8 7 14
a 8 80 7
a 8 143 7
a 8 66 3
a 8 98 18
a 8 71 5
a 8 94 16
a 8 188 12
a 8 166 15
a 8 196 2
a 8 112 15
a 8 174 7
a 8 107 16
a 8 139 5
a 8 134 12
a 9 10 12
a 9 11 6
a 9 12 3
a 9 13 16
a 9 14 14
a 9 15 2
a 9 16 10
a 9 17 16
a 9 18 14
a 9 19 11
a 9 20 8
a 9 21 7
a 9 22 13
a 9 23 2
a 9 24 8
a 9 25 11
a 9 26 12
a 9 27 12
a 9 28 2
a 9 29 11
a 9 30 9
a 9 31 19
a 9 32 13
a 9 33 5
a 9 34 18
a 9 35 9
a 9 36 4
a 9 37 6
a 9 38 9
a 9 39 2
a 9 40 1
a 9 41 19
a 9 42 5
a 9 43 7
a 9 44 3
a 9 45 19
a 9 46 2
a 9 47 8
a 9 48 12
a 9 49 11
a 9 50 17
a 9 51 8
a 9 52 19
a 9 53 19
a 9 54 2
a 9 62 2
a 9 8 13
a 9 102 18
a 9 144 17
a 9 76 2
a 9 165 16
a 9 86 9
a 9 149 6
a 9 109 13
a 9 163 10
a 9 147 8
a 9 189 4
a 9 155 10
a 9 59 19
a 9 80 12
a 9 125 12
a 9 195 9
a 9 5 15
a 9 93 6
a 9 122 18
a 9 181 17
a 9 72 3
a 9 128 11
a 9 138 6
a 9 183 10
a 9 63 2
a 9 152 9
a 10 11 16
a 10 12 16
a 10 13 1
a 10 14 14
a 10 15 8
a 10 16 18
a 10 17 4
a 10 18 18
a 10 19 9
a 10 20 2
a 10 21 16
a 10 22 2
a 10 23 1
a 10 24 19
a 10 25 19
a 10 26 1
a 10 27 7
a 10 28 13
a 10 29 2
a 10 30 16
a 10 31 4
a 10 32 6
a 10 33 1
a 10 34 5
a 10 35 1
a 10 36 6
a 10 37 1
a 10 38 12
a 10 39 2
a 10 40 11
a 10 41 2
a 10 42 19
a 10 43 15
a 10 44 6
a 10 45 3
a 10 46 10
a 10 47 4
a 10 48 9
a 10 49 1
a 10 50 19
a 10 51 5
a 10 52 4
a 10 53 18
a 10 54 17
a 10 55 17
a 10 153 16
a 10 139 5
a 10 135 1
a 10 110 6
a 10 172 1
a 10 180 7
a 10 111 11
a 10 101 13
a 10 93 4
a 10 162 7
a 10 160 9
a 10 85 2
a 10 57 11
a 10 9 9
a 10 132 9
a 10 129 11
a 10 187 1
a 10 61 7
a 10 97 18
a 10 188 1
a 10 157 16
a 10 175 2
a 10 4 6
a 10 62 16
a 11 12 5
a 11 13 1
a 11 14 16
a 11 15 3
a 11 16 3
a 11 17 2
a 11 18 18
a 11 19 12
a 11 20 18
a 11 21 15
a 11 22 2
a 11 23 11
a 11 24 2
a 11 25 13
a 11 26 17
a 11 27 11
a 11 28 5
a 11 29 15
a 11 30 17
a 11 31 1
a 11 32 1
a 11 33 18
a 11 34 15
a 11 35 18
a 11 36 11
a 11 37 16
a 11 38 15
a 11 39 16
a 11 40 14
a 11 41 12
a 11 42 12
a 11 43 14
a 11 44 10
a 11 45 13
a 11 46 2
a 11 47 5
a 11 48 10
a 11 49 13
a 11 50 13
a 11 51 7
a 11 52 16
a 11 53 9
a 11 54 1
a 11 55 1
a 11 56 3
a 11 143 13
a 11 58 8
a 11 92 6
a 11 113 11
a 11 66 7
a 11 4 12
a 11 8 18
a 11 157 19
a 11 68 3
a 11 164 18
a 11 91 6
a 11 133 15
a 11 170 8
a 11 179 12
a 11 123 18
a 11 85 2
a 11 189 10
a 11 129 8
a 11 195 5
a 11 95 9
a 11 149 9
a 11 181 19
a 12 13 2
a 12 14 18
a 12 15 16
a 12 16 6
a 12 17 8
a 12 18 10
a 12 19 11
a 12 20 16
a 12 21 4
a 12 22 12
a 12 23 5
a 12 24 7
a 12 25 2
a 12 26 1
a 12 27 13
a 12 28 9
a 12 29 15
a 12 30 18
a 12 31 11
a 12 32 2
a 12 33 16
a 12 34 14
a 12 35 10
a 12 36 10
a 12 37 12
a 12 38 3
a 12 39 19
a 12 40 11
a 12 41 18
a 12 42 1
a 12 43 4
a 12 44 7
a 12 45 15
a 12 46 14
a 12 47 15
a 12 48 5
a 12 49 19
a 12 50 4
a 12 51 11
a 12 52 4
a 12 53 2
a 12 54 11
a 12 55 7
a 12 56 16
a 12 57 19
a 12 191 6
a 12 128 10
a 12 153 5
a 12 91 5
a 12 130 3
a 12 102 18
a 12 166 9
a 12 171 16
a 12 160 9
a 12 66 10
a 12 115 13
a 12 2 10
a 12 190 8
a 12 5 14
a 12 75 5
a 12 157 15
a 12 101 17
a 12 3 3
a 12 82 16
a 12 92 1
a 12 9 19
a 12 150 12
a 12 68 7
a 12 142 19
a 13 14 16
a 13 15 8
a 13 16 8
a 13 17 11
a 13 18 18
a 13 19 3
a 13 20 12
a 13 21 7
a 13 22 16
a 13 23 5
a 13 24 7
a 13 25 12
a 13 26 18
a 13 27 9
a 13 28 7
a 13 29 12
a 13 30 16
a 13 31 17
a 13 32 14
a 13 33 14
a 13 34 14
a 13 35 1
a 13 36 9
a 13 37 14
a 13 38 9
a 13 39 19
a 13 40 14
a 13 41 19
a 13 42 12
a 13 43 10
a 13 44 10
a 13 45 1
a 13 46 7
a 13 47 5
a 13 48 3
a 13 49 9
a 13 50 15
a 13 51 4
a 13 52 9
a 13 53 5
a 13 54 10
a 13 55 7
a 13 56 4
a 13 57 2
a 13 58 16
a 13 138 10
a 13 121 18
a 13 101 1
a 13 59 2
a 13 134 12
a 13 12 10
a 13 124 9
a 13 125 13
a 13 65 1
a 13 106 7
a 13 150 16
a 13 112 4
a 13 66 3
a 13 175 3
a 13 75 9
a 13 89 10
a 13 71 7
a 13 96 18
a 13 120 9
a 13 137 6
a 13 152 2
a 14 15 14
a 14 16 18
a 14 17 17
a 14 18 15
a 14 19 5
a 14 20 8
a 14 21 14
a 14 22 11
a 14 23 12
a 14 24 18
a 14 25 3
a 14 26 14
a 14 27 5
a 14 28 15
a 14 29 6
a 14 30 13
a 14 31 2
a 14 32 18
a 14 33 15
a 14 34 7
a 14 35 8
a 14 36 8
a 14 37 18
a 14 38 6
a 14 39 4
a 14 40 14
a 14 41 14
a 14 42 3
a 14 43 12
a 14 44 14
a 14 45 17
a 14 46 7
a 14 47 15
a 14 48 18
a 14 49 18
a 14 50 8
a 14 51 3
a 14 52 19
a 14 53 16
a 14 54 9
a 14 55 3
a 14 56 13
a 14 57 13
a 14 58 7
a 14 59 19
a 14 68 18
a 14 190 6
a 14 99 13
a 14 98 6
a 14 152 7
a 14 165 19
a 14 67 10
a 14 135 11
a 14 196 17
a 14 114 13
a 14 76 4
a 14 9 5
a 14 109 10
a 14 65 10
a 14 84 16
a 14 115 8
a 14 133 4
a 14 181 11
a 14 148 17
a 14 159 17
a 14 81 14
a 14 141 3
a 15 16 3
a 15 17 9
a 15 18 3
a 15 19 14
a 15 20 4
a 15 21 7
a 15 22 4
a 15 23 9
a 15 24 19
a 15 25 9
a 15 26 7
a 15 27 5
a 15 28 12
a 15 29 18
a 15 30 7
a 15 31 6
a 15 32 12
a 15 33 15
a 15 34 11
a 15 35 18
a 15 36 13
a 15 37 12
a 15 38 3
a 15 39 3
a 15 40 9
a 15 41 1
a 15 42 2
a 15 43 7
a 15 44 8
a 15 45 19
a 15 46 6
a 15 47 12
a 15 48 5
a 15 49 16
a 15 50 15
a 15 51 2
a 15 52 11
a 15 53 16
a 15 54 18
a 15 55 6
a 15 56 16
a 15 57 3
a 15 58 8
a 15 59 8
a 15 60 5
a 15 87 11
a 15 68 12
a 15 80 19
a 15 134 9
a 15 129 19
a 15 193 17
a 15 113 4
a 15 6 1
a 15 86 5
a 15 94 2
a 15 67 17
a 15 0 13
a 15 99 2
a 15 71 9
a 15 126 6
a 15 121 9
a 15 176 15
a 15 182 1
a 16 17 8
a 16 18 3
a 16 19 4
a 16 20 16
a 16 21 12
a 16 22 12
a 16 23 1
a 16 24 18
a 16 25 9
a 16 26 16
a 16 27 19
a 16 28 16
a 16 29 6
a 16 30 11
a 16 31 12
a 16 32 19
a 16 33 9
a 16 34 1
a 16 35 13
a 16 36 13
a 16 37 2
a 16 38 8
a 16 39 1
a 16 40 5
a 16 41 4
a 16 42 4
a 16 43 14
a 16 44 1
a 16 45 17
a 16 46 2
a 16 47 18
a 16 48 12
a 16 49 5
a 16 50 17
a 16 51 10
a 16 52 4
a 16 53 6
a 16 54 13
a 16 55 4
a 16 56 18
a 16 57 1
a 16 58 7
a 16 59 18
a 16 60 13
a 16 61 16
a 16 186 14
a 16 197 6
a 16 86 9
a 16 92 17
a 16 127 13
a 16 195 19
a 16 14 13
a 16 114 6
a 16 72 6
a 16 136 14
a 16 108 5
a 16 185 4
a 16 174 11
a 16 82 15
a 16 146 18
a 16 152 18
a 16 95 12
a 16 128 1
a 17 18 19
a 17 19 3
a 17 20 12
a 17 21 6
a 17 22 18
a 17 23 5
a 17 24 13
a 17 25 4
a 17 26 7
a 17 27 14
a 17 28 10
a 17 29 13
a 17 30 11
a 17 31 8
a 17 32 9
a 17 33 3
a 17 34 14
a 17 35 5
a 17 36 1
a 17 37 19
a 17 38 18
a 17 39 17
a 17 40 9
a 17 41 4
a 17 42 16
a 17 43 8
a 17 44 7
a 17 45 6
a 17 46 3
a 17 47 3
a 17 48 18
a 17 49 4
a 17 50 16
a 17 51 10
a 17 52 15
a 17 53 1
a 17 54 6
a 17 55 16
a 17 56 17
a 17 57 8
a 17 58 8
a 17 59 12
a 17 60 11
a 17 61 7
a 17 62 8
a 17 123 17
a 17 149 17
a 17 96 7
a 17 72 15
a 17 121 15
a 17 181 5
a 17 100 5
a 17 198 7
a 17 99 9
a 17 145 12
a 17 142 11
a 17 12 1
a 17 76 7
a 17 105 17
a 17 167 12
a 17 107 2
a 17 75 4
a 17 73 3
a 17 79 5
a 17 2 4
a 17 128 6
a 17 114 15
a 17 95 4
a 17 191 14
a 17 189 17
a 18 19 12
a 18 20 12
a 18 21 19
a 18 22 11
a 18 23 6
a 18 24 18
a 18 25 5
a 18 26 3
a 18 27 9
a 18 28 2
a 18 29 10
a 18 30 1
a 18 31 6
a 18 32 19
a 18 33 14
a 18 34 7
a 18 35 8
a 18 36 1
a 18 37 7
a 18 38 9
a 18 39 3
a 18 40 12
a 18 41 10
a 18 42 19
a 18 43 17
a 18 44 6
a 18 45 15
a 18 46 1
a 18 47 9
a 18 48 15
a 18 49 15
a 18 50 10
a 18 51 16
a 18 52 6
a 18 53 3
a 18 54 1
a 18 55 18
a 18 56 1
a 18 57 12
a 18 58 10
a 18 59 14
a 18 60 9
a 18 61 15
a 18 62 11
a 18 63 9
a 18 136 13
a 18 2 15
a 18 79 7
a 18 75 13
a 18 126 13
a 18 194 6
a 18 9 3
a 18 147 8
a 18 82 15
a 18 123 17
a 18 91 12
a 18 158 15
a 18 113 16
a 18 93 8
a 18 100 17
a 18 118 14
a 18 129 15
a 18 115 9
a 18 68 11
a 18 148 19
a 18 163 13
a 18 14 8
a 18 169 11
a 18 70 18
a 18 15 7
a 19 20 7
a 19 21 17
a 19 22 11
a 19 23 12
a 19 24 4
a 19 25 10
a 19 26 16
a 19 27 5
a 19 28 3
a 19 29 12
a 19 30 11
a 19 31 14
a 19 32 19
a 19 33 19
a 19 34 3
a 19 35 14
a 19 36 14
a 19 37 8
a 19 38 11
a 19 39 12
a 19 40 18
a 19 41 2
a 19 42 2
a 19 43 12
a 19 44 14
a 19 45 8
a 19 46 6
a 19 47 13
a 19 48 13
a 19 49 6
a 19 50 12
a 19 51 19
a 19 52 11
a 19 53 16
a 19 54 2
a 19 55 9
a 19 56 5
a 19 57 9
a 19 58 12
a 19 59 4
a 19 60 3
a 19 61 1
a 19 62 7
a 19 63 4
a 19 64 8
a 19 72 12
a 19 16 10
a 19 155 15
a 19 67 18
a 19 100 17
a 19 150 13
a 19 166 7
a 19 139 11
a 19 125 16
a 19 119 3
a 19 12 12
a 19 108 7
a 19 161 7
a 19 124 13
a 19 122 13
a 19 2 9
a 19 134 13
a 19 147 16
a 19 167 6
a 19 1 4
a 19 88 3
a 19 182 8
a 20 21 4
a 20 22 3
a 20 23 16
a 20 24 4
a 20 25 5
a 20 26 11
a 20 27 14
a 20 28 5
a 20 29 8
a 20 30 6
a 20 31 12
a 20 32 17
a 20 33 19
a 20 34 14
a 20 35 17
a 20 36 11
a 20 37 6
a 20 38 8
a 20 39 13
a 20 40 14
a 20 41 10
a 20 42 9
a 20 43 8
a 20 44 7
a 20 45 1
a 20 46 15
a 20 47 13
a 20 48 9
a 20 49 3
a 20 50 16
a 20 51 9
a 20 52 17
a 20 53 8
a 20 54 1
a 20 55 10
a 20 56 7
a 20 57 6
a 20 58 18
a 20 59 2
a 20 60 2
a 20 61 11
a 20 62 3
a 20 63 9
a 20 64 2
a 20 65 10
a 20 2 2
a 20 144 1
a 20 158 4
a 20 183 1
a 20 4 13
a 20 181 9
a 20 12 18
a 20 132 5
a 20 74 7
a 20 96 15
a 20 108 14
a 20 170 14
a 20 197 15
a 20 187 14
a 20 190 16
a 20 128 5
a 20 8 12
a 20 185 17
a 20 80 14
a 20 105 15
a 21 22 10
a 21 23 8
a 21 24 8
a 21 25 9
a 21 26 5
a 21 27 12
a 21 28 4
a 21 29 8
a 21 30 8
a 21 31 2
a 21 32 14
a 21 33 19
a 21 34 11
a 21 35 8
a 21 36 12
a 21 37 13
a 21 38 19
a 21 39 6
a 21 40 10
a 21 41 18
a 21 42 15
a 21 43 1
a 21 44 16
a 21 45 15
a 21 46 12
a 21 47 3
a 21 48 17
a 21 49 2
a 21 50 4
a 21 51 12
a 21 52 7
a 21 53 10
a 21 54 14
a 21 55 19
a 21 56 5
a 21 57 11
a 21 58 2
a 21 59 17
a 21 60 9
a 21 61 10
a 21 62 14
a 21 63 4
a 21 64 10
a 21 65 2
a 21 66 7
a 21 86 15
a 21 130 14
a 21 115 4
a 21 17 16
a 21 75 3
a 21 81 1
a 21 8 4
a 21 143 16
a 21 96 7
a 21 107 3
a 21 190 15
a 21 84 6
a 21 104 17
a 21 193 11
a 21 99 8
a 21 18 9
a 21 125 17
a 21 165 19
a 21 144 19
a 21 128 12
a 22 23 11
a 22 24 2
a 22 25 14
a 22 26 12
a 22 27 14
a 22 28 9
a 22 29 14
a 22 30 16
a 22 31 9
a 22 32 2
a 22 33 9
a 22 34 12
a 22 35 9
a 22 36 1
a 22 37 1
a 22 38 16
a 22 39 11
a 22 40 1
a 22 41 1
a 22 42 5
a 22 43 15
a 22 44 13
a 22 45 15
a 22 46 11
a 22 47 3
a 22 48 13
a 22 49 15
a 22 50 6
a 22 51 8
a 22 52 5
a 22 53 7
a 22 54 6
a 22 55 12
a 22 56 13
a 22 57 6
a 22 58 1
a 22 59 2
a 22 60 8
a 22 61 15
a 22 62 7
a 22 63 16
a 22 64 18
a 22 65 9
a 22 66 5
a 22 67 12
a 22 13 4
a 22 135 9
a 22 99 13
a 22 2 15
a 22 127 15
a 22 86 12
a 22 168 13
a 22 17 7
a 22 157 10
a 22 148 8
a 22 153 19
a 22 10 2
a 22 108 16
a 22 80 18
a 22 195 4
a 22 194 17
a 22 77 18
a 22 100 1
a 22 131 1
a 22 113 18
a 22 132 5
a 22 150 7
a 22 107 14
a 22 128 7
a 22 104 14
a 23 24 18
a 23 25 16
a 23 26 16
a 23 27 2
a 23 28 11
a 23 29 3
a 23 30 6
a 23 31 15
a 23 32 3
a 23 33 14
a 23 34 16
a 23 35 12
a 23 36 11
a 23 37 7
a 23 38 1
a 23 39 16
a 23 40 3
a 23 41 8
a 23 42 1
a 23 43 17
a 23 44 16
a 23 45 16
a 23 46 7
a 23 47 12
a 23 48 17
a 23 49 1
a 23 50 16
a 23 51 3
a 23 52 5
a 23 53 17
a 23 54 10
a 23 55 1
a 23 56 9
a 23 57 9
a 23 58 7
a 23 59 1
a 23 60 18
a 23 61 5
a 23 62 5
a 23 63 8
a 23 64 8
a 23 65 12
a 23 66 11
a 23 67 14
a 23 68 17
a 23 116 4
a 23 164 11
a 23 132 2
a 23 76 16
a 23 144 13
a 23 162 5
a 23 11 3
a 23 80 8
a 23 13 1
a 23 152 5
a 23 20 17
a 23 14 10
a 23 161 14
a 23 146 2
a 23 151 11
a 23 12 4
a 23 166 17
a 23 4 18
a 23 128 9
a 23 159 19
a 23 10 5
a 23 104 14
a 23 16 13
a 23 171 15
a 23 172 6
a 23 196 4
a 24 25 8
a 24 26 19
a 24 27 15
a 24 28 6
a 24 29 12
a 24 30 12
a 24 31 4
a 24 32 5
a 24 33 3
a 24 34 6
a 24 35 16
a 24 36 13
a 24 37 1
a 24 38 8
a 24 39 17
a 24 40 12
a 24 41 8
a 24 42 17
a 24 43 8
a 24 44 3
a 24 45 3
a 24 46 6
a 24 47 14
a 24 48 13
a 24 49 16
a 24 50 16
a 24 51 16
a 24 52 6
a 24 53 8
a 24 54 14
a 24 55 8
a 24 56 6
a 24 57 1
a 24 58 9
a 24 59 17
a 24 60 17
a 24 61 13
a 24 62 19
a 24 63 14
a 24 64 11
a 24 65 14
a 24 66 13
a 24 67 1
a 24 68 1
a 24 69 4
a 24 70 1
a 24 13 7
a 24 74 14
a 24 109 17
a 24 76 2
a 24 187 17
a 24 197 10
a 24 99 4
a 24 80 11
a 24 195 6
a 24 78 14
a 24 128 11
a 24 100 15
a 24 106 2
a 24 108 17
a 24 17 7
a 24 170 2
a 24 117 15
a 24 82 17
a 24 18 9
a 24 125 19
a 25 26 5
a 25 27 6
a 25 28 15
a 25 29 11
a 25 30 15
a 25 31 15
a 25 32 10
a 25 33 9
a 25 34 17
a 25 35 4
a 25 36 1
a 25 37 9
a 25 38 11
a 25 39 16
a 25 40 17
a 25 41 17
a 25 42 17
a 25 43 12
a 25 44 3
a 25 45 16
a 25 46 7
a 25 47 16
a 25 48 7
a 25 49 19
a 25 50 8
a 25 51 16
a 25 52 17
a 25 53 4
a 25 54 18
a 25 55 8
a 25 56 18
a 25 57 9
a 25 58 12
a 25 59 15
a 25 60 15
a 25 61 2
a 25 62 6
a 25 63 8
a 25 64 8
a 25 65 13
a 25 66 19
a 25 67 12
a 25 68 14
a 25 69 17
