notes: n=400, m=17967, elb=1, eub=20, conf_density=1e-05, clb=25, cub= 200, seed= 9763
p spec 400 17967 1613
s 233
t 136
a 0 1 2
a 9 18 3
a 9 19 11
a 9 20 11
a 9 21 16
a 9 22 10
a 9 23 7
a 9 24 10
a 9 25 2
a 9 26 9
a 9 27 1
a 9 28 16
a 9 29 12
a 9 30 3
a 9 31 12
a 9 32 12
a 9 33 7
a 9 34 10
a 9 35 5
a 9 36 4
a 9 37 12
a 9 38 6
a 9 39 7
a 9 223 1
a 9 218 4
a 9 192 16
a 9 92 1
a 9 176 17
a 9 338 13
a 9 360 19
a 9 42 3
a 9 73 7
a 9 111 15
a 9 115 9
a 9 284 12
a 9 200 16
a 9 6 15
a 9 387 14
a 9 116 18
a 9 301 3
a 10 11 1
a 10 12 7
a 10 13 1
a 10 14 19
a 10 15 7
a 10 16 8
a 10 17 2
a 10 18 11
a 10 19 12
a 10 20 7
a 10 21 11
a 10 22 18
a 10 23 15
a 10 24 15
a 10 25 9
a 10 26 11
a 10 27 11
a 10 28 1
a 10 29 6
a 10 30 8
a 10 31 11
a 10 32 1
a 10 33 7
a 10 34 1
a 10 35 15
a 10 36 10
a 10 37 4
a 10 38 10
a 10 39 19
a 10 40 6
a 10 222 17
a 10 114 19
a 10 367 7
a 10 371 10
a 10 243 19
a 10 186 13
a 10 392 9
a 10 175 16
a 10 286 15
a 10 198 4
a 10 192 3
a 10 336 15
a 10 65 10
a 10 338 8
a 11 12 10
a 11 13 5
a 11 14 10
a 11 15 3
a 11 16 14
a 11 17 12
a 11 18 12
a 11 19 7
a 11 20 13
a 11 21 3
a 11 22 19
a 11 23 12
a 11 24 9
a 11 25 19
a 11 26 5
a 11 27 5
a 11 28 7
a 11 29 11
a 11 30 5
a 11 31 12
a 11 32 1
a 11 33 6
a 11 34 10
a 11 35 6
a 11 36 9
a 11 37 7
a 11 38 3
a 11 39 9
a 11 40 13
a 11 41 12
a 11 367 10
a 11 219 17
a 11 363 15
a 11 282 12
a 11 399 6
a 11 126 15
a 11 211 10
a 11 109 14
a 11 116 8
a 11 130 12
a 11 165 2
a 11 44 19
a 11 221 16
a 11 110 18
a 11 190 15
a 11 319 6
a 11 280 16
a 11 380 12
a 11 0 4
a 11 55 18
a 12 13 11
a 12 14 12
a 12 15 3
a 12 16 7
a 12 17 13
a 12 18 11
a 12 19 13
a 12 20 13
a 12 21 19
a 12 22 2
a 12 23 14
a 12 24 17
a 12 25 11
a 12 26 19
a 12 27 3
a 12 28 6
a 12 29 7
a 12 30 5
a 12 31 9
a 12 32 14
a 12 33 10
a 12 34 6
a 12 35 11
a 12 36 18
a 12 37 5
a 12 38 13
a 12 39 16
a 12 40 15
a 12 41 15
a 12 42 10
a 12 131 4
a 12 316 18
a 12 163 10
a 12 92 8
a 12 357 2
a 12 219 12
a 12 141 4
a 12 283 2
a 12 236 9
a 12 387 8
a 12 360 15
a 12 347 13
a 12 138 18
a 13 14 3
a 13 15 7
a 13 16 4
a 13 17 10
a 13 18 15
a 13 19 4
a 13 20 17
a 13 21 9
a 13 22 11
a 13 23 15
a 13 24 19
a 13 25 1
a 13 26 4
a 13 27 6
a 13 28 6
a 13 29 3
a 13 30 15
a 13 31 14
a 13 32 7
a 13 33 17
a 13 34 5
a 13 35 18
a 13 36 4
a 13 37 1
a 13 38 12
a 13 39 15
a 13 40 17
a 13 41 12
a 13 42 17
a 13 43 8
a 13 125 4
a 13 321 18
a 13 8 15
a 13 297 12
a 13 56 4
a 13 126 8
a 13 348 11
a 13 334 10
a 13 118 16
a 13 319 2
a 13 382 2
a 13 218 17
a 13 273 19
a 13 288 11
a 13 53 6
a 13 307 12
a 13 261 17
a 14 15 7
a 14 16 18
a 14 17 6
a 14 18 5
a 14 19 8
a 14 20 9
a 14 21 19
a 14 22 10
a 14 23 9
a 14 24 7
a 14 25 5
a 14 26 4
a 14 27 2
a 14 28 12
a 14 29 2
a 14 30 12
a 14 31 19
a 14 32 11
a 14 33 3
a 14 34 1
a 14 35 8
a 14 36 3
a 14 37 19
a 14 38 15
a 14 39 16
a 14 40 9
a 14 41 3
a 14 42 1
a 14 43 1
a 14 44 12
a 14 237 18
a 14 276 8
a 14 273 19
a 14 178 13
a 14 122 19
a 14 259 9
a 14 333 11
a 14 392 12
a 14 254 5
a 14 177 1
a 14 145 1
a 14 327 1
a 14 260 2
a 14 374 3
a 14 173 2
a 14 212 19
a 14 353 9
a 15 16 16
a 15 17 9
a 15 18 9
a 15 19 7
a 15 20 12
a 15 21 6
a 15 22 4
a 15 23 9
a 15 24 8
a 15 25 9
a 15 26 13
a 15 27 14
a 15 28 11
a 15 29 15
a 15 30 14
a 15 31 17
a 15 32 18
a 15 33 19
a 15 34 8
a 15 35 7
a 15 36 16
a 15 37 7
a 15 38 17
a 15 39 5
a 15 40 5
a 15 41 3
a 15 42 7
a 15 43 10
a 15 44 9
a 15 45 19
a 15 379 2
a 15 354 13
a 15 298 12
a 15 240 9
a 15 89 19
a 15 50 3
a 15 155 8
a 15 51 8
a 15 328 2
a 15 225 12
a 16 17 14
a 16 18 8
a 16 19 9
a 16 20 15
a 16 21 2
a 16 22 12
a 16 23 11
a 16 24 11
a 16 25 12
a 16 26 6
a 16 27 12
a 16 28 15
a 16 29 2
a 16 30 15
a 16 31 11
a 16 32 3
a 16 33 18
a 16 34 1
a 16 35 4
a 16 36 10
a 16 37 2
a 16 38 6
a 16 39 6
a 16 40 1
a 16 41 12
a 16 42 3
a 16 43 17
a 16 44 8
a 16 45 6
a 16 46 11
a 16 167 14
a 16 312 13
a 16 230 13
a 16 170 12
a 16 287 11
a 16 180 13
a 16 5 3
a 16 367 6
a 16 272 2
a 16 108 11
a 16 134 13
a 16 371 9
a 16 391 6
a 16 316 1
a 16 166 16
a 16 225 7
a 17 18 1
a 17 19 11
a 17 20 3
a 17 21 6
a 17 22 5
a 17 23 10
a 17 24 9
a 17 25 3
a 17 26 7
a 17 27 9
a 17 28 14
a 17 29 12
a 17 30 2
a 17 31 13
a 17 32 10
a 17 33 10
a 17 34 5
a 17 35 11
a 17 36 9
a 17 37 18
a 17 38 14
a 17 39 3
a 17 40 16
a 17 41 13
a 17 42 1
a 17 43 19
a 17 44 18
a 17 45 16
a 17 46 13
a 17 47 13
a 17 126 8
a 17 184 14
a 17 203 8
a 17 208 6
a 17 274 13
a 17 272 10
a 17 8 17
a 17 389 8
a 17 68 11
a 17 269 19
a 17 121 9
a 17 398 13
a 17 81 4
a 17 58 15
a 17 320 13
a 17 207 12
a 17 209 17
a 17 264 13
a 18 19 5
a 18 20 16
a 18 21 15
a 18 22 1
a 18 23 12
a 18 24 14
a 18 25 7
a 18 26 11
a 18 27 1
a 18 28 16
a 18 29 7
a 18 30 18
a 18 31 10
a 18 32 17
a 18 33 7
a 18 34 6
a 18 35 2
a 18 36 3
a 18 37 17
a 18 38 18
a 18 39 2
a 18 40 17
a 18 41 7
a 18 42 9
a 18 43 15
a 18 44 6
a 18 45 7
a 18 46 14
a 18 47 9
a 18 48 18
a 18 348 6
a 18 185 2
a 18 17 6
a 18 205 16
a 18 0 16
a 18 293 18
a 18 262 18
a 18 71 14
a 18 361 8
a 18 136 10
a 18 276 12
a 18 161 12
a 18 244 16
a 18 200 12
a 18 238 5
a 18 192 10
a 18 256 19
a 18 307 13
a 19 20 17
a 19 21 1
a 19 22 12
a 19 23 10
a 19 24 4
a 19 25 17
a 19 26 14
a 19 27 3
a 19 28 12
a 19 29 17
a 19 30 6
a 19 31 6
a 19 32 9
a 19 33 19
a 19 34 19
a 19 35 7
a 19 36 10
a 19 37 10
a 19 38 17
a 19 39 1
a 19 40 4
a 19 41 2
a 19 42 14
a 19 43 11
a 19 44 15
a 19 45 1
a 19 46 16
a 19 47 9
a 19 48 17
a 19 49 17
a 19 312 6
a 19 262 10
a 19 2 3
a 19 376 18
a 19 229 12
a 19 158 4
a 19 58 3
a 19 220 16
a 19 296 1
a 19 371 11
a 20 21 2
a 20 22 13
a 20 23 18
a 20 24 2
a 20 25 17
a 20 26 17
a 20 27 9
a 20 28 16
a 20 29 5
a 20 30 4
a 20 31 17
a 20 32 4
a 20 33 18
a 20 34 19
a 20 35 6
a 20 36 13
a 20 37 18
a 20 38 9
a 20 39 19
a 20 40 9
a 20 41 1
a 20 42 2
a 20 43 8
a 20 44 5
a 20 45 6
a 20 46 10
a 20 47 19
a 20 48 6
a 20 49 9
a 20 50 18
a 20 287 4
a 20 252 1
a 20 320 11
a 20 82 5
a 20 232 5
a 20 272 16
a 20 178 8
a 20 162 19
a 20 233 16
a 20 271 9
a 20 216 2
a 20 377 17
a 21 22 2
a 21 23 6
a 21 24 19
a 21 25 6
a 21 26 10
a 21 27 6
a 21 28 18
a 21 29 17
a 21 30 2
a 21 31 14
a 21 32 2
a 21 33 2
a 21 34 4
a 21 35 18
a 21 36 5
a 21 37 4
a 21 38 19
a 21 39 5
a 21 40 6
a 21 41 2
a 21 42 6
a 21 43 5
a 21 44 14
a 21 45 16
a 21 46 6
a 21 47 2
a 21 48 17
a 21 49 4
a 21 50 12
a 21 51 15
a 21 114 16
a 21 168 4
a 21 398 9
a 21 315 3
a 21 288 1
a 21 290 12
a 21 250 7
a 21 217 8
a 21 10 12
a 21 204 3
a 21 210 15
a 21 255 15
a 21 142 19
a 21 393 3
a 22 23 11
a 22 24 17
a 22 25 10
a 22 26 5
a 22 27 9
a 22 28 16
a 22 29 2
a 22 30 4
a 22 31 2
a 22 32 16
a 22 33 16
a 22 34 13
a 22 35 6
a 22 36 1
a 22 37 10
a 22 38 6
a 22 39 13
a 22 40 7
a 22 41 1
a 22 42 19
a 22 43 2
a 22 44 11
a 22 45 16
a 22 46 8
a 22 47 19
a 22 48 3
a 22 49 9
a 22 50 11
a 22 51 10
a 22 52 6
a 22 19 9
a 22 258 10
a 22 107 14
a 22 109 11
a 22 159 19
a 22 395 7
a 22 106 3
a 22 298 2
a 22 351 10
a 22 347 5
a 22 299 10
a 22 300 4
a 22 354 11
a 22 80 6
a 22 158 16
a 23 24 16
a 23 25 7
a 23 26 12
a 23 27 4
a 23 28 2
a 23 29 15
a 23 30 7
a 23 31 16
a 23 32 11
a 23 33 14
a 23 34 9
a 23 35 2
a 23 36 12
a 23 37 19
a 23 38 18
a 23 39 19
a 23 40 11
a 23 41 12
a 23 42 1
a 23 43 10
a 23 44 9
a 23 45 15
a 23 46 8
a 23 47 11
a 23 48 10
a 23 49 5
a 23 50 15
a 23 51 14
a 23 52 15
a 23 53 9
a 23 279 6
a 23 190 18
a 23 68 9
a 23 267 18
a 23 55 17
a 23 171 13
a 23 321 3
a 23 20 18
a 23 74 11
a 23 154 6
a 23 336 17
a 23 125 19
a 24 25 19
a 24 26 3
a 24 27 16
a 24 28 1
a 24 29 5
a 24 30 3
a 24 31 3
a 24 32 18
a 24 33 4
a 24 34 1
a 24 35 13
a 24 36 7
a 24 37 6
a 24 38 11
a 24 39 8
a 24 40 9
a 24 41 6
a 24 42 6
a 24 43 11
a 24 44 18
a 24 45 2
a 24 46 3
a 24 47 6
a 24 48 19
a 24 49 3
a 24 50 4
a 24 51 4
a 24 52 17
a 24 53 11
a 24 54 1
a 24 125 9
a 24 163 18
a 24 173 15
a 24 220 13
a 24 268 5
a 24 311 2
a 24 2 11
a 24 335 9
a 24 111 11
a 24 117 14
a 24 18 14
a 24 105 9
a 24 377 6
a 24 379 18
a 24 94 8
a 24 259 10
a 24 156 11
a 24 373 18
a 25 26 7
a 25 27 11
a 25 28 11
a 25 29 16
a 25 30 4
a 25 31 12
a 25 32 5
a 25 33 12
a 25 34 8
a 25 35 15
a 25 36 1
a 25 37 8
a 25 38 16
a 25 39 4
a 25 40 9
a 25 41 16
a 25 42 13
a 25 43 18
a 25 44 11
a 25 45 7
a 25 46 19
a 25 47 13
a 25 48 2
a 25 49 9
a 25 50 13
a 25 51 8
a 25 52 5
a 25 53 14
a 25 54 7
a 25 55 6
a 25 350 9
a 25 185 1
a 25 141 4
a 25 191 10
a 25 205 4
a 25 22 10
a 25 377 10
a 25 132 11
a 25 85 6
a 25 352 8
a 25 192 6
a 25 341 12
a 26 27 16
a 26 28 12
a 26 29 14
a 26 30 5
a 26 31 5
a 26 32 11
a 26 33 13
a 26 34 15
a 26 35 2
a 26 36 2
a 26 37 15
a 26 38 12
a 26 39 19
a 26 40 18
a 26 41 14
a 26 42 18
a 26 43 13
a 26 44 9
a 26 45 13
a 26 46 18
a 26 47 1
a 26 48 14
a 26 49 17
a 26 50 11
a 26 51 18
a 26 52 4
a 26 53 7
a 26 54 18
a 26 55 18
a 26 56 6
a 26 277 7
a 26 69 8
a 26 275 8
a 26 278 2
a 26 4 8
a 26 331 15
a 26 98 14
a 26 221 11
a 26 123 8
a 26 225 5
a 26 154 10
a 26 289 9
a 26 138 15
a 26 250 17
a 26 124 16
a 26 128 7
a 27 28 9
a 27 29 4
a 27 30 19
a 27 31 14
a 27 32 14
a 27 33 7
a 27 34 6
a 27 35 13
a 27 36 12
a 27 37 4
a 27 38 5
a 27 39 7
a 27 40 19
a 27 41 10
a 27 42 4
a 27 43 6
a 27 44 10
a 27 45 15
a 27 46 10
a 27 47 1
a 27 48 17
a 27 49 2
a 27 50 2
a 27 51 19
a 27 52 13
a 27 53 1
a 27 54 9
a 27 55 12
a 27 56 2
a 27 57 8
a 27 318 19
a 27 302 12
a 27 287 2
a 27 195 4
a 27 202 6
a 27 333 9
a 27 125 3
a 27 250 14
a 27 256 15
a 27 17 16
a 27 329 1
a 27 237 2
a 27 354 14
a 27 272 1
a 27 383 19
a 27 380 8
a 28 29 15
a 28 30 1
a 28 31 8
a 28 32 17
a 28 33 15
a 28 34 6
a 28 35 11
a 28 36 9
a 28 37 6
a 28 38 16
a 28 39 6
a 28 40 16
a 28 41 11
a 28 42 2
a 28 43 8
a 28 44 16
a 28 45 3
a 28 46 3
a 28 47 10
a 28 48 10
a 28 49 14
a 28 50 15
a 28 51 3
a 28 52 15
a 28 53 6
a 28 54 2
a 28 55 14
a 28 56 4
a 28 57 4
a 28 58 5
a 28 379 8
a 28 289 4
a 28 371 9
a 28 236 6
a 28 104 15
a 28 90 15
a 28 305 4
a 28 267 5
a 28 180 18
a 28 21 5
a 28 333 17
a 28 89 3
a 28 304 17
a 28 382 6
a 29 30 16
a 29 31 17
a 29 32 16
a 29 33 10
a 29 34 15
a 29 35 6
a 29 36 16
a 29 37 7
a 29 38 13
a 29 39 12
a 29 40 8
a 29 41 1
a 29 42 5
a 29 43 1
a 29 44 1
a 29 45 2
a 29 46 14
a 29 47 5
a 29 48 17
a 29 49 11
a 29 50 7
a 29 51 9
a 29 52 5
a 29 53 5
a 29 54 13
a 29 55 3
a 29 56 14
a 29 57 5
a 29 58 18
a 29 59 10
a 29 337 4
a 29 326 8
a 29 255 14
a 29 61 10
a 29 60 11
a 29 90 15
a 29 384 5
a 29 132 1
a 29 106 6
a 29 65 19
a 29 392 16
a 29 340 19
a 29 260 2
a 30 31 17
a 30 32 16
a 30 33 9
a 30 34 19
a 30 35 17
a 30 36 5
a 30 37 12
a 30 38 19
a 30 39 2
a 30 40 5
a 30 41 2
a 30 42 1
a 30 43 8
a 30 44 3
a 30 45 5
a 30 46 8
a 30 47 1
a 30 48 15
a 30 49 7
a 30 50 8
a 30 51 7
a 30 52 6
a 30 53 18
a 30 54 17
a 30 55 8
a 30 56 5
a 30 57 13
a 30 58 16
a 30 59 15
a 30 60 5
a 30 103 5
a 30 15 4
a 30 254 11
a 30 399 8
a 30 138 11
a 30 366 2
a 30 216 14
a 30 139 11
a 30 111 16
a 30 372 19
a 30 218 11
a 30 267 11
a 30 393 4
a 30 5 4
a 130 131 16
a 130 132 15
a 130 133 11
a 130 134 8
a 130 135 17
a 130 136 13
a 130 137 19
a 130 138 1
a 130 139 2
a 130 140 14
a 130 141 10
a 130 142 16
a 130 143 2
a 130 144 1
a 130 145 4
a 130 146 3
a 130 147 14
a 130 148 6
a 130 149 7
a 130 150 13
a 130 151 7
a 130 152 19
a 130 153 18
a 130 154 5
a 130 155 16
a 130 156 14
a 130 157 13
a 130 158 7
a 130 159 3
a 130 160 1
a 130 199 9
a 130 338 11
a 130 5 7
a 130 247 4
a 130 318 4
a 130 231 7
a 130 222 1
a 130 266 18
a 130 378 6
a 130 346 11
a 130 193 4
a 130 259 9
a 130 197 10
a 130 77 16
a 130 398 17
a 172 173 3
a 172 174 1
a 172 175 7
a 172 176 19
a 172 177 15
a 172 178 4
a 172 179 7
a 172 180 5
a 172 181 12
a 172 182 18
a 172 183 15
a 172 184 9
a 172 185 8
a 172 186 7
a 172 187 17
a 172 188 6
a 172 189 6
a 172 190 8
a 172 191 15
a 172 192 19
a 172 193 18
a 172 194 9
a 172 195 13
a 172 196 17
a 172 197 4
a 172 198 4
a 172 199 12
a 172 200 2
a 172 201 18
a 172 202 5
a 172 124 5
a 172 94 1
a 172 144 17
a 172 399 12
a 172 67 6
a 172 394 1
a 172 343 15
a 172 362 10
a 172 108 14
a 172 167 1
a 172 219 6
a 172 78 14
a 172 115 15
a 172 241 16
a 172 266 8
a 172 306 7
a 172 58 17
a 38 39 2
a 38 40 8
a 38 41 1
a 38 42 17
a 38 43 17
a 38 44 14
a 38 45 4
a 38 46 4
a 38 47 2
a 38 48 9
a 38 49 12
a 38 50 13
a 38 51 9
a 38 52 10
a 38 53 12
a 38 54 2
a 38 55 10
a 38 56 10
a 38 57 6
a 38 58 12
a 38 59 19
a 38 60 9
a 38 61 11
a 38 62 10
a 38 63 16
a 38 64 1
a 38 65 15
a 38 66 11
a 38 67 15
a 38 68 8
a 38 191 1
a 38 231 1
a 38 122 15
a 38 35 14
a 38 367 17
a 38 242 6
a 38 209 6
a 38 82 14
a 38 130 8
a 38 357 8
a 38 143 3
a 38 319 6
a 38 284 1
a 38 75 19
a 38 184 4
a 58 59 14
a 58 60 19
a 58 61 5
a 58 62 9
a 58 63 4
a 58 64 5
a 58 65 2
a 58 66 10
a 58 67 15
a 58 68 5
a 58 69 14
a 58 70 1
a 58 71 18
a 58 72 14
a 58 73 15
a 58 74 3
a 58 75 4
a 58 76 11
a 58 77 17
a 58 78 5
a 58 79 11
a 58 80 17
a 58 81 15
a 58 82 3
a 58 83 15
a 58 84 18
a 58 85 13
a 58 86 19
a 58 87 7
a 58 88 6
a 58 54 11
a 58 308 18
a 58 171 2
a 58 174 2
a 58 153 13
a 58 43 10
a 58 162 12
a 58 10 14
a 58 383 14
a 58 200 7
a 58 301 11
a 58 311 8
a 58 191 13
a 58 299 1
a 145 146 6
a 145 147 19
a 145 148 12
a 145 149 13
a 145 150 10
a 145 151 15
a 145 152 19
a 145 153 1
a 145 154 11
a 145 155 10
a 145 156 17
a 145 157 3
a 145 158 10
a 145 159 19
a 145 160 17
a 145 161 17
a 145 162 2
a 145 163 6
a 145 164 18
a 145 165 9
a 145 166 19
a 145 167 13
a 145 168 17
a 145 169 12
a 145 170 11
a 145 171 15
a 145 172 13
a 145 173 17
a 145 174 12
a 145 175 10
a 145 253 18
a 145 134 11
a 145 197 16
a 145 372 12
a 145 224 10
a 145 68 14
a 145 18 14
a 145 183 13
a 145 233 19
a 145 126 11
a 145 302 19
a 145 344 8
a 145 2 4
a 145 31 14
a 145 141 3
a 145 246 9
a 145 99 1
a 391 392 9
a 391 393 5
a 391 394 3
a 391 395 18
a 391 396 1
a 391 397 4
a 391 398 14
a 391 399 19
a 391 0 9
a 391 1 6
a 391 2 9
a 391 3 17
a 391 4 2
a 391 5 3
a 391 6 10
a 391 7 5
a 391 8 2
a 391 9 8
a 391 10 6
a 391 11 11
a 391 12 6
a 391 13 2
a 391 14 19
a 391 15 6
a 391 16 10
a 391 17 12
a 391 18 15
a 391 19 7
a 391 20 2
a 391 21 15
a 391 241 11
a 391 109 2
a 391 170 9
a 391 376 9
a 391 43 18
a 391 387 14
a 391 102 11
a 391 361 5
a 391 286 17
a 391 56 19
a 391 327 5
a 391 285 18
a 307 308 3
a 307 309 9
a 307 310 18
a 307 311 17
a 307 312 9
a 307 313 7
a 307 314 2
a 307 315 18
a 307 316 17
a 307 317 7
a 307 318 5
a 307 319 16
a 307 320 12
a 307 321 16
a 307 322 9
a 307 323 1
a 307 324 15
a 307 325 1
a 307 326 6
a 307 327 4
a 307 328 12
a 307 329 4
a 307 330 17
a 307 331 5
a 307 332 3
a 307 333 19
a 307 334 3
a 307 335 10
a 307 336 7
a 307 337 13
a 307 370 14
a 307 97 18
a 307 26 17
a 307 19 12
a 307 148 11
a 307 70 11
a 307 66 10
a 307 223 13
a 307 118 1
a 307 254 17
a 307 384 1
a 307 55 19
a 307 219 17
a 307 136 1
a 307 78 7
a 307 54 10
a 294 295 17
a 294 296 1
a 294 297 14
a 294 298 5
a 294 299 18
a 294 300 10
a 294 301 2
a 294 302 9
a 294 303 19
a 294 304 8
a 294 305 12
a 294 306 6
a 294 307 6
a 294 308 6
a 294 309 8
a 294 310 13
a 294 311 6
a 294 312 15
a 294 313 18
a 294 314 3
a 294 315 12
a 294 316 13
a 294 317 7
a 294 318 4
a 294 319 13
a 294 320 14
a 294 321 8
a 294 322 12
a 294 323 8
a 294 324 2
a 294 124 1
a 294 360 8
a 294 391 11
a 294 268 10
